date,temp_max,temp_min,precipitation_sum,precipitation_probability_max,windspeed_max,windgusts_max,weathercode,city,lat,lng
2026-09-18,26.0,19.6,0.0,0,21.1,34.2,3,Moulay Abdallah,33.1978,-8.5883
2026-09-19,26.9,20.7,0.0,0,18.8,30.2,2,Moulay Abdallah,33.1978,-8.5883
2026-09-20,30.0,21.5,0.0,0,16.7,29.5,2,Moulay Abdallah,33.1978,-8.5883
2026-09-21,27.4,21.3,0.0,0,14.4,26.3,45,Moulay Abdallah,33.1978,-8.5883
2026-09-22,27.6,20.4,0.0,0,12.1,23.8,45,Moulay Abdallah,33.1978,-8.5883
2026-09-16,29.4,19.0,0.0,0,20.5,41.0,2,Tiflet,33.9,-6.33
2026-09-17,27.9,16.4,0.0,0,15.6,32.0,45,Tiflet,33.9,-6.33
2026-09-18,29.4,15.9,0.0,0,16.6,34.2,3,Tiflet,33.9,-6.33
2026-09-19,34.4,17.7,0.0,0,16.6,34.2,3,Tiflet,33.9,-6.33
2026-09-20,38.2,21.0,0.0,5,16.9,37.1,3,Tiflet,33.9,-6.33
2026-09-21,37.6,22.7,0.0,1,17.7,36.7,1,Tiflet,33.9,-6.33
2026-09-22,35.3,20.4,0.0,0,15.7,32.4,3,Tiflet,33.9,-6.33
2026-09-16,35.7,21.9,0.0,0,22.0,41.4,1,Oulad Teïma,30.4,-9.21
2026-09-17,29.7,19.8,0.0,0,25.5,48.6,3,Oulad Teïma,30.4,-9.21
2026-09-18,30.0,19.2,0.0,0,22.4,42.5,2,Oulad Teïma,30.4,-9.21
2026-09-19,30.7,20.3,0.0,0,22.9,43.2,2,Oulad Teïma,30.4,-9.21
2026-09-20,30.3,20.0,0.0,0,25.3,48.2,2,Oulad Teïma,30.4,-9.21
2026-09-21,35.7,21.1,0.0,0,23.0,40.7,3,Oulad Teïma,30.4,-9.21
2026-09-22,40.3,21.7,0.0,0,13.6,27.0,3,Oulad Teïma,30.4,-9.21
2026-09-16,31.6,17.7,0.0,0,12.3,29.2,1,Berkane,34.9167,-2.3167
2026-09-17,25.7,18.5,0.0,0,15.8,33.8,3,Berkane,34.9167,-2.3167
2026-09-18,26.0,17.8,0.0,3,18.5,38.9,3,Berkane,34.9167,-2.3167
2026-09-19,26.2,19.2,0.0,0,24.2,49.0,45,Berkane,34.9167,-2.3167
2026-09-20,26.2,19.6,0.0,0,18.6,39.2,45,Berkane,34.9167,-2.3167
2026-09-21,27.1,19.4,0.0,3,14.6,29.2,45,Berkane,34.9167,-2.3167
2026-09-22,27.4,19.9,0.0,0,13.1,25.6,45,Berkane,34.9167,-2.3167
2026-09-16,26.9,18.6,0.0,0,20.8,41.0,2,Ain El Aouda,33.8111,-6.7922
2026-09-17,26.8,16.6,0.0,0,16.0,31.3,3,Ain El Aouda,33.8111,-6.7922
2026-09-18,28.0,15.3,0.0,0,16.1,32.0,45,Ain El Aouda,33.8111,-6.7922
2026-09-19,32.4,15.1,0.0,0,16.9,33.5,45,Ain El Aouda,33.8111,-6.7922
2026-09-20,37.2,19.2,0.0,0,17.9,36.0,2,Ain El Aouda,33.8111,-6.7922
2026-09-21,35.2,20.7,0.0,0,17.1,34.9,1,Ain El Aouda,33.8111,-6.7922
2026-09-22,33.4,18.8,0.0,0,15.0,29.2,45,Ain El Aouda,33.8111,-6.7922
2026-09-16,33.4,22.9,0.0,0,21.7,42.5,3,Errachidia,31.9319,-4.4244
2026-09-17,32.6,20.5,0.2,35,17.4,43.9,3,Errachidia,31.9319,-4.4244
2026-09-18,32.4,19.9,0.0,35,16.6,33.1,3,Errachidia,31.9319,-4.4244
2026-09-19,32.2,20.5,0.0,12,8.7,20.2,3,Errachidia,31.9319,-4.4244
2026-09-20,32.4,22.2,0.0,13,8.0,20.2,3,Errachidia,31.9319,-4.4244
2026-09-21,30.4,22.0,2.1,36,17.4,28.4,80,Errachidia,31.9319,-4.4244
2026-09-22,30.6,18.3,0.0,38,14.0,24.5,3,Errachidia,31.9319,-4.4244
2026-09-16,35.4,18.6,0.0,0,17.1,32.8,2,Al Fqih Ben Çalah,32.507,-6.6886
2026-09-17,33.2,16.2,0.0,0,15.5,29.5,2,Al Fqih Ben Çalah,32.507,-6.6886
2026-09-18,33.7,16.9,0.0,0,9.7,18.7,3,Al Fqih Ben Çalah,32.507,-6.6886
2026-09-19,38.1,18.7,0.0,2,13.0,25.2,2,Al Fqih Ben Çalah,32.507,-6.6886
2026-09-20,40.3,23.4,0.0,8,12.1,25.2,3,Al Fqih Ben Çalah,32.507,-6.6886
2026-09-21,37.5,24.1,0.9,4,15.1,28.8,80,Al Fqih Ben Çalah,32.507,-6.6886
2026-09-22,38.2,19.3,0.0,0,16.2,28.8,1,Al Fqih Ben Çalah,32.507,-6.6886
2026-09-16,27.8,19.7,0.0,0,17.1,33.5,45,Ad Darwa,33.4167,-7.5333
2026-09-17,27.4,18.7,0.0,0,16.1,32.0,3,Ad Darwa,33.4167,-7.5333
2026-09-18,27.7,16.5,0.0,0,17.5,34.2,45,Ad Darwa,33.4167,-7.5333
2026-09-19,30.8,17.8,0.0,0,16.8,33.1,45,Ad Darwa,33.4167,-7.5333
2026-09-20,35.0,21.2,0.0,0,16.2,32.8,2,Ad Darwa,33.4167,-7.5333
2026-09-21,35.1,22.7,0.0,0,17.7,35.3,2,Ad Darwa,33.4167,-7.5333
2026-09-22,34.5,20.5,0.0,0,17.0,32.4,45,Ad Darwa,33.4167,-7.5333
2026-09-16,32.9,19.8,0.0,0,23.5,54.0,3,Martil,35.61,-5.27
2026-09-17,26.1,17.1,0.0,0,13.4,30.6,3,Martil,35.61,-5.27
2026-09-18,24.8,19.6,0.0,3,16.9,37.8,3,Martil,35.61,-5.27
2026-09-19,24.5,21.9,1.2,3,25.9,57.2,80,Martil,35.61,-5.27
2026-09-20,24.7,22.5,0.6,19,23.8,52.6,80,Martil,35.61,-5.27
2026-09-21,25.2,21.9,0.0,3,28.2,49.0,2,Martil,35.61,-5.27
2026-09-22,25.2,21.5,0.0,0,19.5,34.9,2,Martil,35.61,-5.27
2026-09-16,30.6,20.6,0.0,0,20.7,43.2,2,Sidi Slimane,34.26,-5.93
2026-09-17,29.2,19.0,0.0,0,13.5,29.2,3,Sidi Slimane,34.26,-5.93
2026-09-18,31.7,16.8,0.0,0,16.9,37.4,45,Sidi Slimane,34.26,-5.93
2026-09-19,37.1,18.0,0.0,0,15.1,29.9,2,Sidi Slimane,34.26,-5.93
2026-09-20,39.7,23.5,0.0,0,19.1,39.6,2,Sidi Slimane,34.26,-5.93
2026-09-21,38.0,24.4,0.0,0,17.8,35.6,2,Sidi Slimane,34.26,-5.93
2026-09-22,36.8,21.2,0.0,0,13.8,30.6,3,Sidi Slimane,34.26,-5.93
2026-09-16,31.9,18.5,0.0,0,17.6,38.5,2,Oued Zem,32.8619,-6.5711
2026-09-17,30.5,15.8,0.0,0,16.7,32.8,1,Oued Zem,32.8619,-6.5711
2026-09-18,31.1,16.6,0.0,0,16.8,36.7,3,Oued Zem,32.8619,-6.5711
2026-09-19,34.8,18.1,0.0,0,19.8,39.2,2,Oued Zem,32.8619,-6.5711
2026-09-20,36.9,23.1,0.3,8,11.9,41.4,3,Oued Zem,32.8619,-6.5711
2026-09-21,34.5,22.3,0.3,3,15.3,28.1,3,Oued Zem,32.8619,-6.5711
2026-09-22,34.2,21.1,0.0,3,19.7,37.8,2,Oued Zem,32.8619,-6.5711
2026-09-16,29.6,19.6,0.0,0,17.2,36.4,2,Sefrou,33.83,-4.83
2026-09-17,26.3,17.2,0.0,0,16.0,36.0,3,Sefrou,33.83,-4.83
2026-09-18,27.7,17.1,0.0,0,15.7,35.3,3,Sefrou,33.83,-4.83
2026-09-19,30.9,19.5,0.0,0,18.4,41.0,1,Sefrou,33.83,-4.83
2026-09-20,32.6,22.9,0.0,5,17.3,38.2,2,Sefrou,33.83,-4.83
2026-09-21,31.7,19.8,0.0,1,14.1,28.1,1,Sefrou,33.83,-4.83
2026-09-22,32.0,16.1,0.0,0,14.6,29.2,3,Sefrou,33.83,-4.83
2026-09-16,37.6,24.4,0.0,3,23.3,44.6,2,Taroudannt,30.4711,-8.8778
2026-09-17,30.8,19.0,0.0,0,24.5,49.0,3,Taroudannt,30.4711,-8.8778
2026-09-18,31.3,18.7,0.0,0,21.3,42.5,2,Taroudannt,30.4711,-8.8778
2026-09-19,32.9,21.0,0.0,0,20.5,42.5,2,Taroudannt,30.4711,-8.8778
2026-09-20,33.2,21.6,0.0,0,22.4,46.8,2,Taroudannt,30.4711,-8.8778
2026-09-21,40.4,22.9,0.0,0,28.5,50.0,3,Taroudannt,30.4711,-8.8778
2026-09-22,39.0,22.1,0.0,0,12.8,24.1,3,Taroudannt,30.4711,-8.8778
2026-09-16,25.3,20.3,0.0,0,36.7,67.3,1,Essaouira,31.513,-9.7687
2026-09-17,23.9,19.1,0.0,0,29.8,54.0,1,Essaouira,31.513,-9.7687
2026-09-18,24.2,19.4,0.0,0,29.8,54.0,1,Essaouira,31.513,-9.7687
2026-09-19,24.9,19.1,0.0,0,30.7,55.8,2,Essaouira,31.513,-9.7687
2026-09-20,24.1,19.6,0.0,0,15.5,28.4,2,Essaouira,31.513,-9.7687
2026-09-21,29.5,19.6,0.0,0,9.7,19.1,45,Essaouira,31.513,-9.7687
2026-09-22,31.0,20.6,0.0,0,10.0,22.3,3,Essaouira,31.513,-9.7687
2026-09-16,26.4,14.0,0.0,0,16.6,39.2,1,Azrou,33.4344,-5.2213
2026-09-17,26.2,15.0,0.0,0,16.2,36.0,3,Azrou,33.4344,-5.2213
2026-09-18,26.2,14.3,0.0,0,14.8,34.6,3,Azrou,33.4344,-5.2213
2026-09-19,29.1,16.7,0.0,8,15.8,49.3,3,Azrou,33.4344,-5.2213
2026-09-20,30.0,20.0,0.3,18,18.0,39.2,2,Azrou,33.4344,-5.2213
2026-09-21,29.0,18.2,0.0,5,23.7,59.0,2,Azrou,33.4344,-5.2213
2026-09-22,28.6,17.9,0.0,5,19.1,45.4,3,Azrou,33.4344,-5.2213
2026-09-16,34.5,18.7,0.0,0,25.6,50.0,1,Guercif,34.23,-3.36
2026-09-17,30.9,20.0,0.0,0,26.6,50.4,3,Guercif,34.23,-3.36
2026-09-18,30.1,18.8,0.0,0,29.7,55.1,3,Guercif,34.23,-3.36
2026-09-19,29.9,20.2,0.0,0,32.7,63.0,3,Guercif,34.23,-3.36
2026-09-20,30.1,21.0,0.0,0,28.4,56.2,3,Guercif,34.23,-3.36
2026-09-21,30.6,20.9,0.0,0,28.5,52.6,3,Guercif,34.23,-3.36
2026-09-22,32.2,20.2,0.0,0,23.7,39.6,3,Guercif,34.23,-3.36
2026-09-16,33.2,18.5,0.0,0,24.1,42.5,2,Warzat,30.9167,-6.9167
2026-09-17,31.0,18.2,0.2,30,19.9,41.0,80,Warzat,30.9167,-6.9167
2026-09-18,31.9,17.7,0.5,3,19.0,31.3,80,Warzat,30.9167,-6.9167
2026-09-19,31.3,19.7,0.0,2,11.8,24.8,3,Warzat,30.9167,-6.9167
2026-09-20,32.8,19.2,0.0,3,10.9,21.2,3,Warzat,30.9167,-6.9167
2026-09-21,31.2,20.6,0.0,3,16.0,30.2,3,Warzat,30.9167,-6.9167
2026-09-22,32.2,17.4,0.3,3,31.6,53.3,3,Warzat,30.9167,-6.9167
2026-09-16,29.7,19.3,0.0,0,29.8,59.0,3,Fnidq,35.8414,-5.3587
2026-09-17,27.8,18.0,0.0,0,11.2,23.4,3,Fnidq,35.8414,-5.3587
2026-09-18,24.7,19.2,0.0,3,15.1,30.2,45,Fnidq,35.8414,-5.3587
2026-09-19,23.9,21.4,2.4,3,21.8,42.5,80,Fnidq,35.8414,-5.3587
2026-09-20,24.3,21.8,3.3,19,26.7,51.1,80,Fnidq,35.8414,-5.3587
2026-09-21,25.2,21.6,0.0,3,28.2,49.0,2,Fnidq,35.8414,-5.3587
2026-09-22,25.2,21.5,0.0,0,19.5,34.9,2,Fnidq,35.8414,-5.3587
2026-09-16,30.5,20.8,0.0,0,24.1,43.9,0,Tan-Tan,28.4333,-11.1
2026-09-17,25.7,20.3,0.0,2,31.4,55.1,3,Tan-Tan,28.4333,-11.1
2026-09-18,25.8,19.6,0.0,1,27.0,49.3,1,Tan-Tan,28.4333,-11.1
2026-09-19,25.9,19.7,0.0,0,19.8,38.5,3,Tan-Tan,28.4333,-11.1
2026-09-20,29.8,18.5,0.0,0,17.1,34.9,3,Tan-Tan,28.4333,-11.1
2026-09-21,36.5,19.7,0.0,2,20.8,39.2,0,Tan-Tan,28.4333,-11.1
2026-09-22,33.6,21.4,0.0,0,18.0,39.2,0,Tan-Tan,28.4333,-11.1
2026-09-16,31.4,20.6,0.0,0,20.1,41.8,2,Sidi Qacem,34.21,-5.7
2026-09-17,29.1,19.0,0.0,0,13.1,29.2,3,Sidi Qacem,34.21,-5.7
2026-09-18,31.6,17.7,0.0,0,14.5,32.4,45,Sidi Qacem,34.21,-5.7
2026-09-19,36.6,19.3,0.0,0,14.6,32.0,2,Sidi Qacem,34.21,-5.7
2026-09-20,38.7,24.6,0.0,0,17.0,36.4,1,Sidi Qacem,34.21,-5.7
2026-09-21,37.5,25.2,0.0,0,15.8,33.3,1,Sidi Qacem,34.21,-5.7
2026-09-22,36.8,21.5,0.0,0,13.5,29.9,3,Sidi Qacem,34.21,-5.7
2026-09-16,32.7,19.7,0.0,0,23.5,54.0,3,M’diq,35.68,-5.32
2026-09-17,26.0,16.9,0.0,0,13.4,30.6,3,M’diq,35.68,-5.32
2026-09-18,24.7,19.5,0.0,3,16.9,37.8,3,M’diq,35.68,-5.32
2026-09-19,24.4,21.7,1.2,0,25.9,57.2,80,M’diq,35.68,-5.32
2026-09-20,24.6,22.3,0.6,0,23.8,52.6,80,M’diq,35.68,-5.32
2026-09-21,26.5,22.1,0.0,0,32.4,67.7,2,M’diq,35.68,-5.32
2026-09-22,27.1,22.1,0.0,0,24.6,54.4,2,M’diq,35.68,-5.32
2026-09-16,32.4,19.9,0.0,0,20.3,41.0,2,Youssoufia,32.25,-8.53
2026-09-17,28.4,17.7,0.0,0,18.3,38.5,3,Youssoufia,32.25,-8.53
2026-09-18,30.1,17.1,0.0,0,17.3,36.0,45,Youssoufia,32.25,-8.53
2026-09-19,33.4,16.4,0.0,0,16.3,34.2,45,Youssoufia,32.25,-8.53
2026-09-20,38.5,22.4,0.0,3,16.8,40.7,2,Youssoufia,32.25,-8.53
2026-09-21,36.3,21.9,0.0,0,17.4,32.8,2,Youssoufia,32.25,-8.53
2026-09-22,37.1,19.9,0.0,0,20.6,37.8,3,Youssoufia,32.25,-8.53
2026-09-16,27.1,17.0,0.0,0,24.7,45.4,1,Midalt,32.68,-4.74
2026-09-17,29.1,14.0,0.7,13,21.2,41.4,80,Midalt,32.68,-4.74
2026-09-18,27.9,13.4,0.0,5,21.9,40.0,3,Midalt,32.68,-4.74
2026-09-19,28.7,13.2,0.0,23,22.0,37.8,3,Midalt,32.68,-4.74
2026-09-20,28.3,14.8,0.0,23,23.6,47.2,3,Midalt,32.68,-4.74
2026-09-21,30.0,14.8,0.0,8,26.1,44.6,3,Midalt,32.68,-4.74
2026-09-22,28.8,13.7,0.0,5,22.7,36.0,3,Midalt,32.68,-4.74
2026-09-16,26.0,20.8,0.0,0,14.8,38.2,2,Aïn Harrouda,33.6372,-7.4483
2026-09-17,26.0,19.4,0.0,0,14.0,36.7,3,Aïn Harrouda,33.6372,-7.4483
2026-09-18,25.4,17.6,0.0,0,13.6,35.6,3,Aïn Harrouda,33.6372,-7.4483
2026-09-19,27.3,17.7,0.0,0,12.7,33.8,45,Aïn Harrouda,33.6372,-7.4483
2026-09-20,30.5,20.8,0.0,0,10.9,29.5,2,Aïn Harrouda,33.6372,-7.4483
2026-09-21,30.0,21.7,0.0,0,13.7,33.8,45,Aïn Harrouda,33.6372,-7.4483
2026-09-22,27.6,22.0,0.0,0,11.4,27.4,45,Aïn Harrouda,33.6372,-7.4483
2026-09-16,35.8,20.6,0.0,0,15.5,26.6,1,Souq Sebt Oulad Nemma,32.3,-6.7
2026-09-17,32.7,17.8,0.0,0,15.0,27.7,2,Souq Sebt Oulad Nemma,32.3,-6.7
2026-09-18,33.8,18.1,0.0,0,11.0,19.1,3,Souq Sebt Oulad Nemma,32.3,-6.7
2026-09-19,38.3,19.4,0.0,0,11.6,20.9,3,Souq Sebt Oulad Nemma,32.3,-6.7
2026-09-20,40.4,22.5,0.0,8,14.3,42.1,3,Souq Sebt Oulad Nemma,32.3,-6.7
2026-09-21,37.7,24.0,0.6,3,12.6,26.6,3,Souq Sebt Oulad Nemma,32.3,-6.7
2026-09-22,38.5,20.5,0.0,0,16.2,29.2,0,Souq Sebt Oulad Nemma,32.3,-6.7
2026-09-16,26.3,21.0,0.0,0,17.2,37.8,2,Mehdya,34.2557,-6.6745
2026-09-17,26.2,18.8,0.0,0,11.4,27.0,3,Mehdya,34.2557,-6.6745
2026-09-18,26.3,17.4,0.0,0,14.9,32.8,45,Mehdya,34.2557,-6.6745
2026-09-19,32.4,16.9,0.0,0,15.8,34.9,45,Mehdya,34.2557,-6.6745
2026-09-20,35.8,21.8,0.0,0,14.3,32.0,3,Mehdya,34.2557,-6.6745
2026-09-21,34.6,22.2,0.0,0,13.0,30.2,0,Mehdya,34.2557,-6.6745
2026-09-22,29.0,19.4,0.0,0,11.0,25.9,45,Mehdya,34.2557,-6.6745
2026-09-16,29.8,17.2,0.0,0,16.9,33.8,3,Ouezzane,34.8,-5.6
2026-09-17,28.5,16.3,0.0,0,16.3,31.7,3,Ouezzane,34.8,-5.6
2026-09-18,30.7,15.5,0.0,0,17.1,33.5,3,Ouezzane,34.8,-5.6
2026-09-19,35.8,17.6,0.0,0,12.9,29.2,2,Ouezzane,34.8,-5.6
2026-09-20,37.4,20.0,0.0,0,13.7,30.2,1,Ouezzane,34.8,-5.6
2026-09-21,36.6,20.2,0.0,0,12.4,28.1,0,Ouezzane,34.8,-5.6
2026-09-22,36.0,19.7,0.0,0,11.3,25.9,1,Ouezzane,34.8,-5.6
2026-09-16,39.0,23.5,0.0,0,29.7,50.4,0,Semara,26.7394,-11.6703
2026-09-17,31.0,20.7,0.0,0,30.6,52.2,3,Semara,26.7394,-11.6703
2026-09-18,30.2,19.8,0.0,0,25.3,46.1,3,Semara,26.7394,-11.6703
2026-09-19,32.2,18.3,0.0,0,20.4,33.8,3,Semara,26.7394,-11.6703
2026-09-20,37.2,18.0,0.0,0,19.7,30.6,3,Semara,26.7394,-11.6703
2026-09-21,41.1,23.5,0.0,9,19.7,35.6,1,Semara,26.7394,-11.6703
2026-09-22,41.2,26.7,0.0,4,24.6,51.1,1,Semara,26.7394,-11.6703
2026-09-16,32.9,20.3,0.0,0,16.6,32.8,2,Ait Ourir,31.5644,-7.6628
2026-09-17,28.6,17.0,0.0,0,11.1,22.7,2,Ait Ourir,31.5644,-7.6628
2026-09-18,30.4,17.3,0.0,0,10.8,21.6,2,Ait Ourir,31.5644,-7.6628
2026-09-19,34.7,19.7,0.8,3,15.0,49.0,80,Ait Ourir,31.5644,-7.6628
2026-09-20,37.2,23.9,0.3,18,12.7,27.4,3,Ait Ourir,31.5644,-7.6628
2026-09-21,36.1,24.2,0.0,5,14.8,30.6,3,Ait Ourir,31.5644,-7.6628
2026-09-22,35.9,22.1,0.0,5,15.9,32.8,3,Ait Ourir,31.5644,-7.6628
2026-09-16,31.6,20.8,0.0,0,18.6,35.3,1,Oulad Tayeb,33.9598,-4.9954
2026-09-17,28.4,18.1,0.0,0,13.9,28.4,45,Oulad Tayeb,33.9598,-4.9954
2026-09-18,30.7,17.8,0.0,0,12.8,25.9,3,Oulad Tayeb,33.9598,-4.9954
2026-09-19,33.7,19.3,0.0,0,17.9,34.9,1,Oulad Tayeb,33.9598,-4.9954
2026-09-20,35.0,20.9,0.0,3,18.1,35.3,2,Oulad Tayeb,33.9598,-4.9954
2026-09-21,34.0,20.9,0.0,0,14.7,33.6,1,Oulad Tayeb,33.9598,-4.9954
2026-09-22,34.6,19.9,0.0,0,10.2,25.6,3,Oulad Tayeb,33.9598,-4.9954
2026-09-16,26.2,20.4,0.0,0,14.8,37.8,45,Tit Mellil,33.5533,-7.4822
2026-09-17,26.0,19.0,0.0,0,14.3,36.7,3,Tit Mellil,33.5533,-7.4822
2026-09-18,25.5,17.3,0.0,0,14.5,37.8,45,Tit Mellil,33.5533,-7.4822
2026-09-19,27.8,17.9,0.0,0,13.5,35.3,45,Tit Mellil,33.5533,-7.4822
2026-09-20,31.2,21.4,0.0,0,11.4,32.0,2,Tit Mellil,33.5533,-7.4822
2026-09-21,30.1,21.7,0.0,0,12.7,36.0,45,Tit Mellil,33.5533,-7.4822
2026-09-22,28.5,21.1,0.0,0,11.5,30.2,45,Tit Mellil,33.5533,-7.4822
2026-09-16,30.8,18.4,0.0,0,21.3,37.1,2,Sidi Bennour,32.655,-8.4292
2026-09-17,28.3,17.7,0.0,0,20.7,37.1,2,Sidi Bennour,32.655,-8.4292
2026-09-18,29.8,16.3,0.0,0,21.2,37.4,45,Sidi Bennour,32.655,-8.4292
2026-09-19,32.7,16.8,0.0,0,19.7,33.8,45,Sidi Bennour,32.655,-8.4292
2026-09-20,38.6,20.2,0.0,3,15.5,28.4,2,Sidi Bennour,32.655,-8.4292
2026-09-21,35.4,21.1,0.0,2,16.3,30.6,2,Sidi Bennour,32.655,-8.4292
2026-09-22,36.8,17.3,0.0,3,17.6,33.1,45,Sidi Bennour,32.655,-8.4292
2026-09-16,32.1,22.6,0.0,0,16.3,36.4,1,Temsia,30.3633,-9.4144
2026-09-17,28.7,20.7,0.0,0,19.9,43.2,3,Temsia,30.3633,-9.4144
2026-09-18,27.7,19.9,0.0,0,20.3,44.6,2,Temsia,30.3633,-9.4144
2026-09-19,28.2,20.8,0.0,0,20.5,43.9,3,Temsia,30.3633,-9.4144
2026-09-20,28.3,20.3,0.0,0,20.3,45.4,2,Temsia,30.3633,-9.4144
2026-09-21,36.2,20.5,0.0,0,23.0,40.7,45,Temsia,30.3633,-9.4144
2026-09-22,40.8,22.2,0.0,0,13.6,27.0,3,Temsia,30.3633,-9.4144
2026-09-16,34.2,23.0,0.0,0,28.9,47.5,1,Biougra,30.2144,-9.3708
2026-09-17,27.9,20.9,0.0,0,31.2,51.5,3,Biougra,30.2144,-9.3708
2026-09-18,27.8,19.9,0.0,0,25.6,42.1,2,Biougra,30.2144,-9.3708
2026-09-19,28.3,20.5,0.0,0,20.1,33.8,2,Biougra,30.2144,-9.3708
2026-09-20,28.6,20.7,0.0,0,20.6,35.3,2,Biougra,30.2144,-9.3708
2026-09-21,33.3,21.2,0.0,0,20.7,35.3,3,Biougra,30.2144,-9.3708
2026-09-22,39.3,21.3,0.0,0,14.3,27.4,3,Biougra,30.2144,-9.3708
2026-09-16,28.3,19.2,0.0,0,12.4,22.7,3,Al Hoceïma,35.2472,-3.9322
2026-09-17,25.4,19.1,0.2,33,14.8,27.0,3,Al Hoceïma,35.2472,-3.9322
2026-09-18,26.1,19.0,0.0,3,19.2,34.6,45,Al Hoceïma,35.2472,-3.9322
2026-09-19,28.6,18.9,0.0,0,26.8,48.6,2,Al Hoceïma,35.2472,-3.9322
2026-09-20,27.7,22.2,0.0,0,24.7,44.6,3,Al Hoceïma,35.2472,-3.9322
2026-09-21,27.7,20.8,0.0,0,21.5,42.5,2,Al Hoceïma,35.2472,-3.9322
2026-09-22,26.9,19.5,0.0,0,10.7,19.8,2,Al Hoceïma,35.2472,-3.9322
2026-09-16,34.6,18.7,0.0,0,13.2,23.8,1,Qasbat Tadla,32.6,-6.26
2026-09-17,32.6,17.4,0.0,0,13.1,25.2,1,Qasbat Tadla,32.6,-6.26
2026-09-18,33.6,18.1,0.0,0,13.5,25.6,3,Qasbat Tadla,32.6,-6.26
2026-09-19,37.6,20.3,0.0,0,13.5,24.8,2,Qasbat Tadla,32.6,-6.26
2026-09-20,39.7,23.2,0.0,10,13.3,25.9,3,Qasbat Tadla,32.6,-6.26
2026-09-21,37.6,22.7,0.3,6,14.3,25.9,3,Qasbat Tadla,32.6,-6.26
2026-09-22,37.4,19.1,0.0,3,13.3,25.2,2,Qasbat Tadla,32.6,-6.26
2026-09-16,26.9,15.8,0.0,0,18.4,39.2,1,Aziylal,31.96,-6.56
2026-09-17,27.3,14.9,0.0,8,17.1,37.8,3,Aziylal,31.96,-6.56
2026-09-18,26.7,15.4,0.0,0,16.8,36.7,3,Aziylal,31.96,-6.56
2026-09-19,29.0,18.1,0.1,8,17.9,39.2,3,Aziylal,31.96,-6.56
2026-09-20,30.2,20.8,3.6,35,25.5,50.8,80,Aziylal,31.96,-6.56
2026-09-21,28.5,19.7,0.9,8,17.3,34.9,3,Aziylal,31.96,-6.56
2026-09-22,29.3,17.2,0.0,8,22.0,45.0,1,Aziylal,31.96,-6.56
2026-09-16,33.0,18.8,0.0,0,18.4,32.4,2,Boujad,32.7741,-6.3925
2026-09-17,31.7,17.1,0.0,0,17.7,33.1,2,Boujad,32.7741,-6.3925
2026-09-18,32.1,17.5,0.0,0,17.4,36.4,3,Boujad,32.7741,-6.3925
2026-09-19,35.7,19.3,0.0,0,18.0,32.0,2,Boujad,32.7741,-6.3925
2026-09-20,37.7,23.7,0.0,5,15.6,26.3,3,Boujad,32.7741,-6.3925
2026-09-21,35.0,22.8,0.6,3,17.1,33.1,3,Boujad,32.7741,-6.3925
2026-09-22,34.6,23.1,0.0,3,15.0,28.1,2,Boujad,32.7741,-6.3925
2026-09-16,33.2,17.2,0.0,0,15.7,28.1,2,Al Aaroui,35.0104,-3.0073
2026-09-17,27.4,18.0,0.0,0,20.7,35.6,3,Al Aaroui,35.0104,-3.0073
2026-09-18,26.9,18.0,0.0,0,23.9,42.1,45,Al Aaroui,35.0104,-3.0073
2026-09-19,26.4,20.6,0.0,0,29.5,51.5,45,Al Aaroui,35.0104,-3.0073
2026-09-20,25.7,21.4,0.0,0,25.7,45.0,3,Al Aaroui,35.0104,-3.0073
2026-09-21,27.2,20.8,0.0,3,25.5,46.1,3,Al Aaroui,35.0104,-3.0073
2026-09-22,29.0,19.7,0.0,0,17.9,35.3,2,Al Aaroui,35.0104,-3.0073
2026-09-16,30.4,14.1,0.0,0,16.6,33.5,2,Mrirt,33.1654,-5.5634
2026-09-17,30.4,15.2,0.0,3,19.5,41.4,1,Mrirt,33.1654,-5.5634
2026-09-18,30.3,14.3,0.0,0,19.4,38.5,3,Mrirt,33.1654,-5.5634
2026-09-19,32.4,15.9,0.0,2,19.0,41.4,3,Mrirt,33.1654,-5.5634
2026-09-20,34.3,19.2,0.0,10,18.7,39.2,3,Mrirt,33.1654,-5.5634
2026-09-21,32.8,18.3,0.0,8,23.3,45.4,2,Mrirt,33.1654,-5.5634
2026-09-22,31.8,16.6,0.0,8,15.5,29.2,3,Mrirt,33.1654,-5.5634
2026-09-16,31.8,19.4,0.0,0,33.2,51.8,2,Tineghir,31.5147,-5.5328
2026-09-17,29.7,19.0,0.6,38,24.5,40.7,80,Tineghir,31.5147,-5.5328
2026-09-18,31.0,18.2,0.2,35,28.2,56.2,3,Tineghir,31.5147,-5.5328
2026-09-19,30.2,19.4,0.0,16,13.0,20.9,3,Tineghir,31.5147,-5.5328
2026-09-20,30.4,21.0,0.6,15,12.8,22.7,80,Tineghir,31.5147,-5.5328
2026-09-21,29.8,20.1,1.5,18,19.9,30.6,80,Tineghir,31.5147,-5.5328
2026-09-22,32.3,18.1,0.0,20,24.1,37.4,2,Tineghir,31.5147,-5.5328
2026-09-16,25.3,21.1,0.0,0,19.7,34.2,2,Bouknadel,34.1766,-6.6893
2026-09-17,25.1,18.9,0.0,0,13.1,22.7,3,Bouknadel,34.1766,-6.6893
